komentar,Label
semoga anak lulus ujian masuk pondok gontor lulus alumni pondok gontor amiin,netral
ya allah akhlakmu ustadz somad sehat ustadz kyai,positif
pakai bhs indonesia bs orang ketawa bhs melayu btp hebat nya santri faham bhs arab uas,positif
beruntung banget santri pondok pesantren gontor semoga kelak anakku mondok disanaaamiin yaa allah,positif
pesantren prestisius gontor bangga mengundang tuan guru uas abu janda banser menolak alumni ya,positif
masyaallah ketwa nya kh hasan lucu banget spontan ketawa kh hasan santri ketawa ustzad abdul shomad humor pake bahasa arab arab ketawa ngak ngerti dibilang ustazd abdul shomad,netral
adem mendengar ceramah ustadz abdul somad smg slu kesehatan bpk kyai uas aamiin,positif
b uas penyesalan meraih impiannya masuk gontor santri b,netral
terharu ustadz minum air gelas bekas kyai menitikkan air mata guru terbaik ya allah lindungi aamiin,positif
bangga kiayi uas santrinya,netral
masyaallah ustad kiyai santri bahagia bangat nonton iningakak,netral
semoga anak laki laki masuk pesantren modern darussalam kelakaamiinnn,positif
masya allah tabarakalloh ustad kyai,netral
menyesal gk sekolah pesantren,positif
says dafter pondok gontor lampung mondok skrang merasakan dlu,netral
ane malu mukak anekrna bhsa datuk datuk ane santri fasihsdngkan ane b,negatif
b salam & amp doa b pondok staf pengasuh & amp santri b panti asuhan & shirathal ummah & b gorontalo alamat jlampi bengawan solo kelurahan molosifat u kecamatan sipatana kota gorontalo b i semoga keselamatan rahmat & amp barokah senantiasa dilimpahkan allah subhanahu wa ta & ala i b aamiin,positif
alhamdulillah jazakumulloh kyaiuassaya wali santri gontor bahagia bangga terharu ya allah alhamdulillah,netral
masya allahorang smdankutipan sholehsaling mnghormatiwlupun bliau kyai lbih tuasgt mnghormati sm tuan guru prof dr kyai haji abdussomad lc masugguh,netral
dengarkan ustadz baca koment hehe meneteskan air mata,netral
santri gontor putra semoga santri putra dipilihkan allah putriputri sulung menuntut ilmu gontor putri adiknya menyusul insyaallah,netral
masya allah kyai bahagia mendengarkan ceramah uas santripun senang bahagia uas ustadz menyesuaikan jama & ah allahu akbar,netral
klo sklas pesantren gontor memulyakan uaslaaah ente mncela uasilmunya dah smpe mnaaangcaaa,positif
masyaallah cium tangan salam sejahtera takzim kyai sahal beliau suka ustadz somad,positif
ya rabb paringi sehat mbah kyai hasan ustad abdul fatihah,positif
gontor top pesantren asia mantul bin keren,positif
semoga allah swt meridoi annku m arifin ilham masuk pondok pesantren gontor amin,positif
berdoa santri ketawa mah aamiin aamiin,netral
mashaallah wajah kyai mengarti kekaguman beliau uas beliau bangga uas beliau menaruh harapan uas semoga kyai diberikam kesehatan,positif
bangga kiyai kerena uas anak didiknya pasantren gontor berkat didikannya uas terkenal sia sia kiyai mendidik uas,netral
bismilah smg anakqu sekolah dipesantren amiin,positif
barokallah ustadz h abdul somadaamiiin ya robbal alamiin,netral
tamat sd aceh berharap melanjutkan pondok gontor konflik aceh keterbatasan biaya almarhum ayah berangkat gontor test masuk alhamdulillah milad gontor kemarin gontor gontor sholat berdoa semoga allah lapangkan rezeki jodoh anak ku umur masuk gontor mohon doa santri alumni gontor,negatif
mbah kyai bahagia bertemu uassmoga mbah kyai uaspanjang umur sehat selaluaamiin,positif
figur kiyai rendah hati barokallah kiyai barokallah ustadz,negatif
sikap al ustadz abdul somad merendah hadapan ahlul ilmi membuatnya mudah menyerap ilmu,negatif
بسم الله الرحمن الرحيم السلام عليكم ورحمة الله وبركاته b اللهم صل على سيدنا محمد b b وعلى آل سيدنا محمد b i semoga rahmat petunjuk allah swt tercurah utk d kuatkan keyakinan & amp islam jg d jauhi fitnah dajjal i _ b آمين b _ _ b آمين b _ _ b آمــــــــــين يا رب العالمــــــــــين b b i salam kamis barokah i b b i i b,netral
part ustadz berbicara pake bahasa arab rab santri kiyai ketawaaku ikutan ketawa karna ngerti,netral
allahu akbar semoga allah swt melindungi ahli agama ahli agama ustadz guru perempuan negara indonesia tercinta aamiin,positif
assalamu & alaikum wrwb th mondok pmgontor darussalam subhanalloh walhamdulillah video uas khabdullah hasan sahal kemasa itunamun takdir menetapkan kondisi negeri sehabis g s pki pondok keamanan kondusif semoga teman alumni berbakti negeri keberkahan diridhoi alloh amal baktinya aamiin,positif
uas guru nya pondok nu uas aktif acara skala nasional warga nu kyai kampung,netral
masyaallahuasmenyampaikan sesuai kapasitas dimana beliau beradadipondok pesantren ungkapan bahasa arab arabya santri nya pahamcuma ketawa doangpadahal kg dah artinyamantull,positif
sdh ber x x nonton video brmacam chanel smpe skr msh seneng nonton masyaallah kyai uas smoga sehat,positif
laaah bodoh bengong doang dengerin guru santri berbicara,negatif
semoga anak masuk pesantren gontor,positif
ya alloh semoga putri ku kelaas mi udh lulus mondok gontordan trima aamiin,netral
teman doanya semoga anak menuntut ilmu pesantren gontor amiin,positif
may allah always protecting both of you kyai,netral
assalamu & alaikum wrwb maaf mohon ijin curhat subhanallah bergetar jiwa menetes air mata keakraban maha guru guru santri kh hasan abdullah s uas & amp santri duduk sederajat kasih & amp santun sungguh pemandangan indah smoga allah swt melimpahkan barokah kesehatan & amp mempertemukan saudarai muslim rosulillah kelak disurga firdaus allah swt amin ya robb trimakasih gontor tv tlah berbagi kebahagiaan jazakumullah khairon ahsanal jaza & wassalamu & alaikum warohmatullahi wa barokatuh,positif
ya alloh berharap anaku tiganya mondokmohon doany ustad bismilahirohmanirokhim smoga rizkinya amin,netral
semoga ak anak bs mondok gontor mohon doanya,netral
kyai sahal ketua nu sajakyai idrus romli wakilnggantiin pengurus,netral
uas menjaga adab hadapan kyaisemoga allah sll kesehatan menjaga beliau kemuliaan dunia akhirat kelakaamiin,positif
bangga pondok santri putri gontor belajar ttg ajaran islam belajar ttg arti kehidupanpengorbananpengalaman hidupdan kemamdirian tertanam terimakasih gontor mengajarkan arti,positif
in pesantren nu tulen,positif
masyaallah diawal ketawa santrinya uas becanda pake bahasa arab arab beruntung ya santri,netral
rekomen pesantren lurus gontor,positif
pabrik makanan dikuasai umat islam makanan terjaga makanan berdoa semoga santri usaha bidang makanan pabrik wassalam,netral
masya allah semoga anak ku masuk pesantren gontor aamiin,positif
kyai tuan guru ustad sehat semoga lindungan alloh,positif
masyaallah tabarakallah uas ilmunya salam taqdim bpk kyai cinta santri santriwati,netral
masya allah pondok pesantren gontor calon pemimpin smoga uas kesehatan,positif
muhadoroh ustadz,netral
santri nya udah jago bahas arab semuajadi ngertikita bengonghhh,netral
kenya guruku kyaiku idolakuu,netral
assalamu & alaikum abaah guru al ustadz abdul somad smoga senangtiasa dlm perlindungan allah swt,netral
mudah mudahan kyai kyai sehat aminndan uas sehat aminnn sedih becanda bahasa arab arab ngerti anak pesantren tertawa,positif
subhanallahkyai sahal wajahnya adem pandang,netral
subhanallah barokallah sy berniat cucuku masukkn kepondok modern gontor tolong amin sdr alhamdulillah aamiin ya robbal & alamin,positif
ustadz abdul somad rendah hati dlm ketinggian ilmu salam takzim hormat kyai abdul hasan sahal kesehatan,positif
yaa الله yg dislik semoga hidayah الله sembuh keburukan dn kebusukan hatinya,negatif
becanda pakai bahasa arab arab santri ketawa sy bengong nyambung,netral
mulianya engkau tuan guru ustadz abdul somad lc ma semoga allah swt memuliakanmu tuan guru aamiin ya allah,netral
yg cerna lapang dada terbang ilmu goib minat risau fitnah dunia ustadz abdul somad,netral
subahanalloh uas kyai sehat amin,positif
kyai senang bahagia kayak bertemu putra tersayang dah bertemu alhamdulillah suasana sejuk terharu hati,netral
subhanallah ahli agama mencintai ustadz abdul somad semoga mencintai allahu akbar semoga kiamat kumpulkan padang mahsyar barisan nabi muhammad saw barisan ahli agama pewaris nabi muhammad aamiin,netral
masya allah kiyai lepas ketawa nya masya allah seneng liat nya santri nya,netral
kmi gontor dlu gontor bru smpe skrng masya allah sehat trus kyai,positif
menit kuasa menahan air mata menetes ustadz bergantian minum air mineral,netral
alumni pondok gontor senang menonton video terima kasih admin mengupload,netral
pesantren terbaik lihat,positif
lihat santri pd ketawa pas uas berbicara bhs arab ikutan ketawa pdhl kagak ngerti apaasliiii,netral
semoga santri meneruskan perjuangan ahli agama indonesia aamiin pondok santri negri dunia,netral
masya allah betapa bahagianya santri datangi tuan guru uas beliau paham keseharian santri ponpes gontor salam sejahtera pondok pon pes daarul mughni al maaliki klapa nunggal bogorsmoga beliau bersilaturahmi pondok pesantren aamiin,positif
semoga anakku istiqomah mondok gontor alumni manado,netral
luhur adab uas kyai haru semoga jadikan contoh,netral
semoga dislike petunjuk aamiin,netral
masya allah kyai hasan abdullah sahalane nimba ilmu gontor pusat beliau mao dipanggil kyaimasya allahalhamdulillah beliau sehat wal & afiat perjalanan ust abdul somad sm sayatidak tamat smoga allah kesehatan menjaga kyai hasan abdullah sahal ust somadamiiin,positif
sehat kyai sahalsehat ustad abdul somadamin,positif
ya allah hikmahnya merantau k negri timur gunanya sngtdankutipan bersyukur msh faham ktika guru bicara bhs arab sdkit paham mskpun sdkit bersyukur bercampur bhs inggris dn inipula ny ktika merantau k negri singa barokallah ustadz dn kiyai terima kasih to allah,netral
akhlak pas kyai minum bekas uas uas sembunyiin meja akhlak pondok orang beriman berilmu,netral
assalamu & alaikum akhiapakah gontor pendaftaran santri online mendaftarkan anaknya,netral
pesantren gontor uang masuk n bulanannyatanya serius,positif
uang masuk gontor putra putri kisaran jt bulanan & ltrb um x & amp mondok,netral
mashaallah tabarakallah tuanguru kyai ponorogo,netral
alhamdulillaah pondok pesantren wali songo ngabar cabang gontor,positif
alhamdulillah antum merasakan dunia pesantren nangis sedih mondok terbentur biaya,positif
ponakan mondok situ semoga kesehatan semoga kelak mnjdi orang bermanfaat agama bangsa dn negara aamiin kaya paman mu ya dek,positif
kyai hasan abdullah sahal ustd abdul somad doakan mnjadi orng tua adil rsanya ank kmi pondok pesantren gontor apkh kmi doakan kmi pra guru kmi kagumi ya allah bri ksehatan untknya pribadi guru mulia smoga kmi dlm kkurangan amiiin,positif
saubahanallahsalawat rasulullah semoga rahmat allah tercurahkan tuan tuan guru gontorustad uasdan santri gontor amiin,netral
didapati pondok ustadz uas adl silaturahmi habaib ahli agama ustadznya disiarkan tuan rumahnyaini kedekatan dg orang mulia dihalangi perbedaanbarokalloh pondok ilmu uas memuliakan orang mulia habib novel alaydrus,netral
masya allah kyai sahal bahagianya lepas keceriaanya ust abdul somad barakallah kyai wal ustaz,netral
masya allah adab ustadz abdul somad,netral
semoga anak pondok pondok gontoramin,netral
subhanalloh sungguh luas ilmu tuan guru ustadz abdul somad,netral
tadz somadgontor ngetan sekedik desaku tadzmblebaan nglumpang pengen ustadz buka kajian disana biar orangorang nu ngakunya garis lurus fanatik mencemooh menjalankannya syariat islam sunnah iniyang adlh jln lurus dibawa rasulullah insyaa allah ahad pulang ponorogo lgapa dianggap teroris krna cadaran soale mamakku marah pulang hk pakai cadaran,netral
asli tasikalhamdulillah kaka sya alumni gontor mengajar pesantren chenghoo makasar gontor terbaik,positif
semoga anakku kelak belajar gontor kyaikyai muslih,netral
bangga mantan alumni pesantren darul arafahdan terima kasih ust pondok pesantren gontor ilmu bermanfaat,positif
mulianya hati beliau dihadapan guru menyebut al fakir abdul somad semoga beliau berdua senantiasa dlm penjagaan pertolongan allah azza wa jalla semoga allah limpahkan rahmat hidayahnya umat islam utamanya indonesia,positif
alhamdulillah in syaa allah generasi & melanjutkan perjuangan uas uah ustadzustadz lainya & amar ma & rufnahyi munkar,netral
santri ketawa yatidak ngerti ya allah,netral
i love full pkyai sahal uassmg beliau berdua sll dlm lindungan allah swt aamiin yra,positif
bercanda pakai bahasa arab arab santri ketawa ketawa menertawakan paham,netral
mmng ilmu sngt pentingbuktinya santri bahagia dngn bertepuk tngn ktk bahagia mndngr ceramahnya ustad uas,netral
tlg sayatlg kasih info masukkan anak sekolah pesantren gontor,positif
jdi inget thun an pas d kmpungq ddirikan gontor anak kmpung sma pimpinan pondok ust farid s ust muhammad adab dajak study tour k pondok gntor mantingan msuk jg k msjid jami smga ust farid sulistyo lc ust muhammad abdulloh bajuri lc sll dbri shat berkah trma ksih ustad,netral
ya robb ceritanya mondok,netral
kapanyaa ustabdul somad pondok ku,netral
ane faham bahasa arab arab nyatapi kayanya seru mnceritakan ustadz abdul somadz,netral
org ketawa ketawa udah wkwkwkwk ngelawak pake bahasa arab arab santri ketawa ngikut wkwkwk,netral
beliau kyai hasan sahal salah pimpinan pondok pimpinan beliau putra pondok salah pendiri gontor kyai sahal almarhum,negatif
subhanallah jumpa dg kyai inipun cium tangan beliau beliau nya cium tangan mulia habib rizieq syihab berjumpa beliauinshaaallah aamiin,netral
blum tau istri tuan guru ustadz abdul somad,netral
masya allah kyai ustadz abdul somad duduk nikmat diliatnya terima kasih gontor tv menayangkan,netral
masya allah semoga sehat ustadz,positif
masya allah tawadhu nya al ustadz somadsehat afiat ustad,positif
aslmkm smg kyai dn pra hi baii yng mliakn alloh smg sllu sht pnjng umur amin,netral
masyaallah kyai hasan abdullah tersenyum and tertawa berkah betapa bahagia nya kyai hasan abdullah salah video ustad abdul somad tausiyah terbaik tonton menonton orang berilmu nikmat nikmat ungkapkan,negatif
barang nuduh ustadz indonesia radikal perbuatan pertanggung jawabkan akhiratkalau muslim bertaubat terlambat,netral
paham ustadzyang santri tertawa tertawa,netral
kyai klihatan seneng bngetshatdankutipan trus ustadz uas,netral
debat ustadz yahya waloni,netral
masya allah ilmuan ustadz abdul somad biasasemoga sehat umur berdakwah nkri,positif
mg uas kyai gontor sehat sllu,positif
kpn ya sht sayangkan q bsa hadircmn mnit pondok pondoktpi skrg lg migrasi chinalove u ahli agama,negatif
ustadz idola smga sehat sllu ustad kyai,positif
orang orang suka uas wajib rukyahtepat kyai sahalkarna otak mendekam jin iri jin dengki jin liberal jin rakus jabatan kuasadan anehnya orang orag budak budak bodoh ngekoralangkah rendah nya tkt intelektual beragama negeriku,negatif
masyaallahsenang kyai syeikh abdullah sahal tuan guru syeikh abdul somad adem sejuk hati rasakanbarakallahu fii beliau berdua civitas pondok unida gontor,netral
tamatan pesantren ilmu agama rendah vidio merinding allah islam indah smoga allah menjaga ulama amien,negatif
semoga sehat kyaiaamiiin,positif
senyum kyai tanda hati kyai tulus bahagia,netral
doakan sehat anakdankutipan mondok n ahli agama smoga anakdankutipan mondok d gontor ponorogo amin amin ya robbal alamin,positif
kyai bahagia bangetkaya bertemu anak kandung pulang,netral
leres akhimuslim bersaudarakyai sepuh ananda uas barakallah,netral
alhamdulillahkeadaan kyai senang mendengar tausiah ustadz abdul somad lc ma semoga kyai ustadz sehat wal & afiat,positif
insya allah anak ku santri gontor udah kenal namanya gontor sampe medan,positif
sehat ustadz ustadz ahli agama terharu,positif
gontor undang ustadz adi hidayat,netral
setuju bro lulusan gontor cinta gontorkrna guru bserta santrinya sanggup berjalan garis lurus,netral
gac ngerti bahasa arab arab gac ketawa santri papan atasss,netral
senang lihat tuan guru semoga anak mondok gontor amiiiin,netral
uas kiyai santri ketawa ketawa jg ngerti,netral
ustadz tangan bersambut hy angan n harap mondok n skolah d gontor n kuliyah azhar cita sllu terngiang d pelupuk mata tetesan air mata menceritakan ulang gontor n azhar semoga anak cucu kelak terwujud n ngalap berkah ilmu ustadz abdul somad n kh hasan abdullah sahal,netral
nikmat banget yai kalo tausiyah santri,netral
mengembalikan modal rugi pesantrenkan penerus,negatif
ana suka d pesantrin putriku masuk d gontor putri riau,netral
smga kyai sahal uas sht pnjng umur,netral
masyaallahsehat ustazteringat sekolah pesantren,positif
masyaa allah sungguh cerdas berilmu pintar menghibur ustadz abdul somad,positif
tebuh suka lihat kyai hasan abdullah sahal bener gesture kyai tawadhu alhamdulillah guru ngaji iqro lulusan gontor salah teman anaknya nuntut ilmu gontor semoga kyai dikaruniai umur sehat aamin,negatif
dislike semoga lekas petunjuk,netral
terimakasih admin seandainya masi mudah n mengulang masuk pesantren,positif
pesantren terbaik santri terbaik guru terbaik,positif
semoga anak cucu sya mondok pesantren darussalam gontoraamiin,positif
suka baca wkwkwk seneng langsung menemui guru mendengarkan penjelasan nya sehat ustadz,positif
santri mudeng isi ceramahnya,netral
alhamdulillah wa syukurillah santri allah ta & ala melimpahkan karunianya menikmati pertemuan ulama insya allah allah ta & ala mencitainya & amp mencintai umat dicintai umat,netral
masyaa allah uas mantap ceramahnya semoga allah sll melindungi menjaga ustadz sehat barokah aamiin,positif
smoga benci tuan guru uas petunjuk aamiin,netral
ustadz somad ber ilmu rendah hati sehat ustadz aamiin,positif
semoga hamba keluarga pecinta uas kyai gontor,netral
semoga anaku bs mondok gontor amin,netral
beliau & kutipansy memperpanjang pembicaraan mudah dpt dipahami kaliandankutipan lanjutannya & kutipansaya berbicara bahasa arab indonesiadankutipan santri faham ungkapan lazim pondok gontor,netral
masyaallah semoga kiyai ust abdul somad silaturahmi pondok modern assalam sukabumi aamiin,positif
masya allah tabarakallah kyai & amp tuan guru uas,netral
ustadz sebelah nyabikin penyakit,netral
sd kelas lulus masukan pesantren gontor masuk gontor pintar pondok bilang otak bagus masuk pesantren salah penyesalan hidup,negatif
semoga kyai gontor uas sehat berkah umurnya amin,positif
bahagia kyai sahar tertawa bahagia terhibur ceramah uassemoga kyai sahal uas sehat umur,positif
becanda pake bahasa arab arab santri ketawa bengong paham,netral
sehat kyai alim ahli agama gontortuan guru ustadz h abdul somad lc ma aamiin,positif
love u guru dn kyai ku,positif
pesantren sekelas gontor menerima kedatangan uas kolam mendidih bergejolak d,positif
masyaallah cerdasnya ustadz somad,positif
ane jga paham santri ketawa,netral
masya allah tabarakallah sehat ustadz,positif
masyaallah tabarakallah ustadz abdul somad kh abdullah hasan sahal,netral
uas ilmu agamanya semoga beliau sehat umur aamin kyai hasan i love u semoga sehat umur aamiin,positif
buka youtubeeh notip inijazakallah min masyaa allahterlihat kyai sahal senang santridengan tausiah ustadz padat dg ilmu dg santai dg diselipi humor khas beliaubarakallah salam takzim pondok purwakarta kyai uas orang soleh,netral
gontor mngundangustadz silaturrahim,netral
masayalloh ustadz q asalamualikum pa ustadz pa yai taiwan ngaji,netral
madura bangkaln nyimak ustadz,netral
bahagianya kyai sahal sperti ayah dg anak lepas rindu ayah anaknya tlah pergi merantau sang anak disuruh bercerita ttg perjalanan hidupnya kemana pergi masya allah,netral
subhanallah kereen abiisz dah saraat dg ilmu hikmah masya allah intelegensi nya ok banget dah ustadz,positif
biasaberilmu ustadz kaleng,netral
kyai happy banget,positif
kali nonton ngga bosen kyai hasan abdullah sahal santai bahagia ustadz abdul somad tausiah,netral
subahanallah uas klw pondok pesantren didepan ahli agama grogi saking ta & dzimnya kyai sahalterima kasih buya uas ilmunya barakallahu fiikum,positif
beradabnya uas breng habaib bareng kyai breng sesepuh breng pejabat lainlain santun jamaah wanita sja pandangannya sngat dijaga bingung orang soleh pinter bgini benci skali,netral
adek lulusan smk masuk pondok masuk pondok kuliah situ ya,netral
bismillah ya allah semoga masukan anak pesantren masuk pesantren,positif
biaya masuk universitas berbeda masuk pesantren ya bun,positif
assalamualaikum ustadz biaya pendaftaran total nya jt sekian ustadz lulus tes biaya,netral
dibanding biaya pondok kategori murah hasilnya,netral
mohon jawabanyakarena pandemi usaha tutup semuanyaterpaksa anak masukan pondok menghafal alquran dikampung modal usaha pailitsth kmbli jualan kecilan linsyallah putri mondok gontor masuk ustd ustdzhsekarang masuk kls homeschooling dri pondok menghafal alquranseandainya daftar gontor mengulang masuk kls meneruskan trimakasih mohon jawabannya maturnuwun,netral
klu ya ustadz itukan pendaftaran klu ustad tabarakallah ustad terimakasih mohon penjelasan nya,netral
gontor murahmeskipun pondok besarpondok moderen biaya masuk puluhan jutabulanan jutaangontor ribu bulanan,netral
komponen biaya sj dibayar santri santri dikenai perubahan biaya kenaikan biaya biaya spp makanan bulanan,netral
teman mondok kelas bahasa arab mandarin alhamdulillah dapet beasiswa kuliah china pulang indonesia pekerjaan perusahaan china indonesia,negatif
lulusan santri bs ustadz pling orang laen pinter dlm agamasemua dh takdir allah swt,netral
asalamualaikum ustad anak pengen mondok gontor taman sd thn nya persaratan nya,positif
nya anak pesantren mati santrinya aniyaya gaaaak ah,positif
klo nya ustadz,netral
maaf ustadzuntuk lulusan smp masuk nerusin sma nya d gontor,netral
orang tua kaya anaknya bersekolah & amp menuntut ilmu pesantren orang miskin gx sbb gx uang,positif
konsultasi kyainya bu,netral
biaya total ya mondok gontor biaya bulanan,netral
suamiku alumni gontor n sodara ya smp me dirikan pesantren sendri smp ratusan murid smoga kelak anak ku mondok gontor ayah ya,positif
perbulan nya tadz mohon info nya bunda putra putri nya udah mondok gontor,netral
assalamualaikum warahmatullahi wabarakatuh ustadzijin bertanyaapakah mahasiswa lulus universitasbisah masuk pondok gontor,netral
pingin daftar masuk pesantren gontor,positif
gk mahal nyaman aman dlm sekolah nya membuli tdk membunuh tdk menutup i kejelekan pesantren penganiyaan mengakibat kn meninggal nya santri pesantren gontor,positif
ya alloh semoga anak masuk pondok gontor putri amin,netral
assalamu & alaikum kreteria masuk gontor yaapa tesanak thn masuk smp pengin pesantren gontor,positif
assalamu & alaikum anak masuk gontor ijazah bimbel bimago bimbingan masuk gontor anak masuk pondok alumni darussalam garut daftar gontor masuk kelas akselerasi mohon petunjuk nya ustadz,netral
assmualaikum wrwr maaf ustadz daftargontor gimana ya,netral
bismillah mudah mudahan anak cucuku menimba ilmu pondok pesantren gontor amin,positif
bismillahirrahmanirrahim anak niat banget mondok gontor smp sdg smp mondok kabupaten lokasinya,netral
assalamualaikum ustadz tidal biaya seragam santriwan biaya kasur biaya idul biaya daftar ulang trap nya darusalam put ra system semena²dari kakak kelas senior berlaku santri tidal beta tertekan maaf kl berkenan pertanyaanya,netral
semoga system pondok senantiasa menghukum santri yunior oeleh mudabbir senior hapus penganiayaan berujung kematian,negatif
astaghfirullahmemang mudabbir nya suka keterlaluanpdhl masukin anak gontor ngeri klu santriwati,netral
gontor ketat disiplin kejadian menimpa almadı akbar kecolongan anak terkadang santri melapor kema hukuman fisik temanmudabirnya gontor tindakan fisik ampun langsung dikeluarkan pengasuhan alasan apapun anak thun kena laporkan telepon anak langsung tindak kemarin ustad ustad pengabdian nampar siswa kelas setingkat kls sma langsung dipulangkan keluarkan,positif
semoga anak keturunan mondok gontor penganiyaan,netral
mohon maaf kpingin bngt mondokin anak kekerasan santri senior kak sjujurnya hati takut,negatif
ilmu gratis pembayaran biaya makan listrik air atk buku bangunan gaji guru gontor gaji guru diambil pondok bayaran santri ente mensponsori biaya gratis belajar pesantren,positif
keamanan pengawasan keselamatan santri prioritas anak orang sampe mati gitu anak orang,positif
yg pentingsantriaman pngawasan nya baikbreed trutamake selamatankesehatanitu pling utama,positif
biaya pondok gontor ngawi,netral
biaya mahal pulnga anaknya mayat tdak miris segede pondok berakibat fatal sekolahn,netral
nggak koar menyampekan biaya msk pondok pesantren sampe kiamat masyarakat ketakutan masukin anak pondok apapun pesantren tumbal pelecehan perkosaan pembunuhan lainlain didikannya aliran teroris,negatif
gontor ruang kelas pondok triplek pidato pimpinan pondoknya pondok pesantren diperhitungkan dunia hadew mbel gedes,positif
gontor penyaringan pondok modern labelnya eh pas masuk disuruh mbersihkan galon air pakai krikil asrama cz berlumut sakit perut mending label modern nya dihapus,positif
tpi kejadian kematian digontor mondokkan anak gontor krn kejadian ustadz kiyainya becus bermutu ngurusi santri santri nya sombong krn sdah,netral
mdhan dbri kemudahan rizqi bsa mondoin anak gontor anak prtma sdh pondok ttp tdk gontor,netral
pondok pesantren gontor menerima santri lulusan sma kuliah,positif
pengen anaknya pengen anak laki dipondokin,netral
bismillah ya allah semoga masukan anak ku nayaka althafunisa masuk pondok gontor putri amin,netral
kasihan inginber arti pesantren menengah keatasorang miskin mah sebelumnyatunggu kiamat ya kanpesantren koq mahalsekalian bisnis ya,positif
bismillahirrahmanirrahim ya allah smg niat anak hamba m syahri yusuf husnul khulqi msuk aliyah pondok gontor tercapai aamiinn ya allah,netral
bismilah ya aloh semo putra hamba mondok pesantren darusalam gontor,positif
pondok ponorogo semoga putra putri mondok disana amin,netral
klo santri langganan majalah gontor yaa,netral
alhamdulillah putri putri lulus pondok pondok gontor insyaallah ilmu nya berkah barokah aamiin,netral
kelebihan kekurangan pondok gontor ya min,negatif
inshaa allah putri lulus paud niatan memondokan setara sd mksdnya,netral
bismillah hirohmanniro semoga anaku sandi dwiputra masuk pondok pesantren guntur yarobalalamin,positif
yg terpenting gurunya amanah dn berkwalitas guru bermanfatbagi santri,positif
alhamdulillah cucu sdah pesantren,positif
assalamualaikum masukin anak k pesantren biaya krna suami udh meninggal dunia anak bungsu smp klas krna pergaulan skrng ngeri sy tinggl krja anak bs masuk k pesantren,positif
bismillahsmoga anakku masuk pondok gontor,netral
murah coba bandingkan dg pesantren modern nurul fikri sejenisnya jt,positif
dibandingkan biaya salah pondok jakarta barat gontor murah,negatif
bgmn caranxa masuk sklah d pondok gontor thn mohon infonxa,netral
yg bener bos q masak uwang bangunan santri klu gitu pondoknya milik pribadi karna uwangnya pondok santri setau klu bangunan masuk santri tau spp wang makan uwang sakit emg klu bagun dengar maaf klu salah,negatif
insyaa alloh thn anakku masuk gontorbagaimana uang jajan ustadz,netral
assalamualaikum ustad maaf nanya masuk gontor mohon bantuannyr rencana anak masuk pesantren,positif
mudahan pondok oknum cabul,negatif
ya allah mudahan ya allah anak ku mondok gontor,netral
ya allah semoga anakku mondok pesantren gontor,positif
gmn masuk pesantren gontor & amp tes anak lulusan misd,positif
murah banding kwalitas santri insha allah anak daftarkan gontor,netral
ya & alloh mudahkanlah rezeki keluarga hamba anak hamba modok anak ku banget mondok,netral
pondok biaya gratis,netral
kalo putri masuk smp mondok nya d gontor,netral
assalamualaikum syaratnya anak masuk pondok tersbut biayanya sgtu pondok anak usia lokasi dimna,netral
mohon penjelasan penerimaan santri pakai ijazah ijazah nunggu taun,netral
usia masuk pesantren gontor ya,positif
assalamu & alaikum kah gontor kajian tahfiz quran,netral
murah ya dimedan mahal masuk pesantren,positif
assalamualaikum orang tua berat biaya pendidikan pesantren pesantren pesantren biayanya murah berkualitas ortunya masingmasing so memojokkan pesantren sekolah biaya mahal harga kualitas mengeluarkan biaya pendidikan anak ikhlas tulus ilmu anak manfaat berkah kewajiban orang tua mendidik anakanak nya haknya anak pendidikan bagus layak,positif
alhamdulilah mahal anak anak soleh soleha amiin ketimbang pondok kayak gitu gituan amit jabang bayik,netral
pesantren ortunya yg aza y bossyg ekonomi sulit mah mimpi banget dehmau,negatif
umat islam miskin orangtua berharap anaknya belajar menambah ilmu agama islam manusia mengerti paham ilmu agama islam beda jaman walisongo yg menuntut ilmu agama islam pesantren gratissssgratisss zaman nowmimpimimpi,positif
makasih infonya lursmoga anakku mengenyam pendidikan pondok pesantren modern gontoraamiin,positif
anak ku sekolah pesantren sumut biayanya menggkuras kantong penambahan uang biaya eh setahun mondok betah cabut guru nya menampar murib nya betah pokal nya trauma menyekolahkan pisantren bagus sekolah aliyah mts berkualitas ilmu tamatannya beda pondok pisantren menguras kantong,positif
uang orang miskin & sekolah agama islam pesantren larang masuk agama bisnisman belajar agama islam biaya kuliah maaf nya pesantren orang kaya,positif
insyaallah anaku mondok gontor,netral
mohon imponya alamat lengkap pesantren gontor,positif
mencari ilmu agama islam mahal harganyamahal ekonomi pondok pesantrendankutipantradisional tdk uang ituuang iniyang santri belajarkyai nya benardankutipanikhlas dlm mendidik santri yah jaman nya lainkarna ilmu mahal harganyaberarti karna mahalyah ongkosnya mahal,positif
dasarnya yayasansekolah pesantren bisnis target keuntungan besarnya lillahitaala ikhlas memberika ilmunyameskipun ilmu agama allah butuh biayakalau ya silahkan memaksakan,positif
